,text,location,polarity_score,polarity,sentiment,label,word count,tokens,no_stoppers
59,"Book now for our FREE business support webinar with , as they discuss how they adjusted their marketing and implement…","Great Malvern, WR14 3SZ",0.4,positive,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.7739}",1,20,"['book', 'free', 'business', 'support', 'webinar', 'discuss', 'adjusted', 'marketing', 'implement…']","['book', 'free', 'business', 'support', 'webinar', 'discuss', 'adjusted', 'marketing', 'implement…']"
60,"Series of 's from a cemetery for corona victims near #Najaf, in #Iraq#coronavirus #COVID19",,0.1,positive,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",1,14,"['series', 'cemetery', 'corona', 'victims', 'near', 'najaf', 'iraqcoronavirus', 'covid19']","['series', 'cemetery', 'victims', 'near', 'najaf', 'iraqcoronavirus', 'covid19']"
61,"*TEXAS REPORTED 2,504 NEW #CORONAVIRUS CASES ON WEDNESDAY, ITS HIGHEST ONE-DAY TOTAL SINCE THE PANDEMIC EMERGED …",,0.06818181818181818,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,17,"['texas', 'reported', '2504', 'new', 'coronavirus', 'cases', 'wednesday', 'highest', 'oneday', 'total', 'since', 'pandemic', 'emerged', '…']","['texas', 'reported', '2504', 'new', 'coronavirus', 'cases', 'wednesday', 'highest', 'oneday', 'total', 'since', 'pandemic', 'emerged']"
62,PTI govt has signed Memorandum of Understanding with leading private hospitals in country to combat #coronavirus pandemi…,"Lahore, Pakistan",0.0,neutral,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.34}",-1,17,"['pti', 'govt', 'signed', 'memorandum', 'understanding', 'leading', 'private', 'hospitals', 'country', 'combat', 'coronavirus', 'pandemi…']","['pti', 'govt', 'signed', 'memorandum', 'understanding', 'leading', 'private', 'hospitals', 'country', 'combat', 'coronavirus', 'pandemi…']"
63,"*TEXAS REPORTED 2,504 NEW #CORONAVIRUS CASES ON WEDNESDAY, ITS HIGHEST ONE-DAY TOTAL SINCE THE PANDEMIC EMERGED …","London, UK",0.06818181818181818,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,17,"['texas', 'reported', '2504', 'new', 'coronavirus', 'cases', 'wednesday', 'highest', 'oneday', 'total', 'since', 'pandemic', 'emerged', '…']","['texas', 'reported', '2504', 'new', 'coronavirus', 'cases', 'wednesday', 'highest', 'oneday', 'total', 'since', 'pandemic', 'emerged']"
64,Lockdown start date: 23 March 🔒 Travel quarantine measures start date: 8 June ✈️ If the Government knew the UK was…,,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,21,"['lockdown', 'start', 'date', '23', 'march', '🔒', 'travel', 'quarantine', 'measures', 'start', 'date', '8', 'june', '✈️', 'government', 'knew', 'uk', 'was…']","['lockdown', 'start', 'date', '23', 'march', '🔒', 'travel', 'quarantine', 'measures', 'start', 'date', '8', 'june', '✈️', 'government', 'knew', 'uk', 'was…']"
65,This is still the first wave. We are still in the first wave. Others can debate whether we should accept 1000 deaths…,"Apache Junction, AZ",0.25,positive,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3818}",1,22,"['still', 'first', 'wave', 'still', 'first', 'wave', 'others', 'debate', 'whether', 'accept', '1000', 'deaths…']","['still', 'first', 'wave', 'still', 'first', 'wave', 'others', 'debate', 'whether', 'accept', '1000', 'deaths…']"
66,“Post”?We are *in the midst* of the 1st wave of the #CoronavirusPandemic with 19 states now reporting a spike in new #…,T.O,0.13636363636363635,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,22,"['“post”we', 'midst', '1st', 'wave', 'coronaviruspandemic', '19', 'states', 'reporting', 'spike', 'new', '…']","['“post”we', 'midst', '1st', 'wave', 'coronaviruspandemic', '19', 'states', 'reporting', 'spike', 'new']"
67,How #coronavirus will change sports stadiums #sports,"Washington, DC",0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,7,"['coronavirus', 'change', 'sports', 'stadiums', 'sports']","['coronavirus', 'change', 'sports', 'stadiums', 'sports']"
68,"Sanjay Sharma, a #BJP leader of the #Delhi unit of the party, died due to #Covid19 on Thursday.#coronavirus…",New Delhi,-0.125,negative,"{'neg': 0.169, 'neu': 0.704, 'pos': 0.127, 'compound': -0.2263}",0,18,"['sanjay', 'sharma', 'bjp', 'leader', 'delhi', 'unit', 'party', 'died', 'due', 'covid19', 'thursdaycoronavirus…']","['sanjay', 'sharma', 'bjp', 'leader', 'delhi', 'unit', 'party', 'died', 'due', 'covid19', 'thursdaycoronavirus…']"
69,We are backing a €100 million loan agreement between and to develop #coronavirus vaccine.This is…,somewhere,0.0,neutral,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5106}",-1,15,"['backing', '€100', 'million', 'loan', 'agreement', 'develop', 'coronavirus', 'vaccinethis', 'is…']","['backing', '€100', 'million', 'loan', 'agreement', 'develop', 'coronavirus', 'vaccinethis', 'is…']"
70,"#coronavirus is hiding a dangerous reality: #ClimateChange doesn’t stop Don’t look now, but…",Catalunya,-0.6,negative,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.7579}",0,13,"['coronavirus', 'hiding', 'dangerous', 'reality', 'climatechange', 'doesn’t', 'stop', 'don’t', 'look', 'but…']","['coronavirus', 'hiding', 'dangerous', 'reality', 'climatechange', 'doesn’t', 'stop', 'don’t', 'look', 'but…']"
71,"I appeared on and hammered Trump for completely bungling his response to the #CoronavirusOutbreak.""Trump is g…","BC, Canada(formerly, Calif)",0.1,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,16,"['appeared', 'hammered', 'trump', 'completely', 'bungling', 'response', 'coronavirusoutbreaktrump', 'g…']","['appeared', 'hammered', 'trump', 'completely', 'bungling', 'response', 'coronavirusoutbreaktrump', 'g…']"
72,Prime Minister Benjamin will convene a meeting of the #coronavirus cabinet at the Prime Minister’s Tel Aviv…,California,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,17,"['prime', 'minister', 'benjamin', 'convene', 'meeting', 'coronavirus', 'cabinet', 'prime', 'minister’s', 'tel', 'aviv…']","['prime', 'minister', 'benjamin', 'convene', 'meeting', 'coronavirus', 'cabinet', 'prime', 'minister’s', 'tel', 'aviv…']"
73,This is still the first wave. We are still in the first wave. Others can debate whether we should accept 1000 deaths…,,0.25,positive,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3818}",1,22,"['still', 'first', 'wave', 'still', 'first', 'wave', 'others', 'debate', 'whether', 'accept', '1000', 'deaths…']","['still', 'first', 'wave', 'still', 'first', 'wave', 'others', 'debate', 'whether', 'accept', '1000', 'deaths…']"
74,"As we're in this climate, how did get away with this racist cartoon portraying …",,0.0,neutral,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.6956}",-1,15,"['climate', 'get', 'away', 'racist', 'cartoon', 'portraying', '…']","['climate', 'get', 'away', 'racist', 'cartoon', 'portraying']"
75,"MEK announced #coronavirus has taken lives of more than 40,500 in 315 cities across #IranDeath toll in various provinces inclu…",UK,0.25,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,20,"['mek', 'announced', 'coronavirus', 'taken', 'lives', '40500', '315', 'cities', 'across', 'irandeath', 'toll', 'various', 'provinces', 'inclu…']","['mek', 'announced', 'coronavirus', 'taken', 'lives', '40500', '315', 'cities', 'across', 'irandeath', 'toll', 'various', 'provinces', 'inclu…']"
76,"Copy of the actual #CARESAct bill which was dated Jan 3, 2020Strange. We just found out about #Coronavir…",,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,18,"['copy', 'actual', 'caresact', 'bill', 'dated', 'jan', '3', '2020strange', 'found', 'coronavir…']","['copy', 'actual', 'caresact', 'bill', 'dated', 'jan', '3', '2020strange', 'found', 'coronavir…']"
77,"#ShahbazSharif tests POSITIVE for #coronavirus Now, all of the PMLN workers who were brought to ""escort"" him &amp; the Po…","Karachi, Pakistan",0.22727272727272727,positive,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6523}",1,20,"['shahbazsharif', 'tests', 'positive', 'coronavirus', 'pmln', 'workers', 'brought', 'escort', 'amp', 'po…']","['shahbazsharif', 'tests', 'positive', 'coronavirus', 'pmln', 'workers', 'brought', 'escort', 'amp', 'po…']"
78,Our has been interviewed by the talking about the #Covid19SupportFund and how the insuranc…,United Kingdom,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,14,"['interviewed', 'talking', 'covid19supportfund', 'insuranc…']","['interviewed', 'talking', 'covid19supportfund', 'insuranc…']"
79,#Arizona #EssentialWorkers #families &amp; #children deserve so much better than #Koch #ALEC #TrumpPence…,,0.5,positive,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4902}",1,13,"['arizona', 'essentialworkers', 'families', 'amp', 'children', 'deserve', 'much', 'better', 'koch', 'alec', 'trumppence…']","['arizona', 'essentialworkers', 'families', 'amp', 'children', 'deserve', 'much', 'better', 'koch', 'alec', 'trumppence…']"
80,"*TEXAS REPORTED 2,504 NEW #CORONAVIRUS CASES ON WEDNESDAY, ITS HIGHEST ONE-DAY TOTAL SINCE THE PANDEMIC EMERGED …",,0.06818181818181818,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,17,"['texas', 'reported', '2504', 'new', 'coronavirus', 'cases', 'wednesday', 'highest', 'oneday', 'total', 'since', 'pandemic', 'emerged', '…']","['texas', 'reported', '2504', 'new', 'coronavirus', 'cases', 'wednesday', 'highest', 'oneday', 'total', 'since', 'pandemic', 'emerged']"
81,Lockdown start date: 23 March 🔒 Travel quarantine measures start date: 8 June ✈️ If the Government knew the UK was…,"North East, England",0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,21,"['lockdown', 'start', 'date', '23', 'march', '🔒', 'travel', 'quarantine', 'measures', 'start', 'date', '8', 'june', '✈️', 'government', 'knew', 'uk', 'was…']","['lockdown', 'start', 'date', '23', 'march', '🔒', 'travel', 'quarantine', 'measures', 'start', 'date', '8', 'june', '✈️', 'government', 'knew', 'uk', 'was…']"
82,So Trump is coming to Dallas today.😳 Texas is soaring in #coronavirus cases by the day since opening up stores an…,"Plano, TX",0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,21,"['trump', 'coming', 'dallas', 'today😳', 'texas', 'soaring', 'coronavirus', 'cases', 'day', 'since', 'opening', 'stores', 'an…']","['trump', 'coming', 'dallas', 'today😳', 'texas', 'soaring', 'coronavirus', 'cases', 'day', 'since', 'opening', 'stores', 'an…']"
83,"An ""expert"" says this and we all must now shut up, despite the fact that such viral entities have already been made in…","Maryland, USA",0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,23,"['expert', 'says', 'must', 'shut', 'despite', 'fact', 'viral', 'entities', 'already', 'made', 'in…']","['expert', 'says', 'must', 'shut', 'despite', 'fact', 'viral', 'entities', 'already', 'made', 'in…']"
84,"💶 Financial needs of EU farmers &amp; agri-food companies are significant, especially after #coronavirus🇪🇺 EAFRD funded financial…",Brussels,0.125,positive,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.2023}",1,17,"['💶', 'financial', 'needs', 'eu', 'farmers', 'amp', 'agrifood', 'companies', 'significant', 'especially', 'coronavirus🇪🇺', 'eafrd', 'funded', 'financial…']","['💶', 'financial', 'needs', 'eu', 'farmers', 'amp', 'agrifood', 'companies', 'significant', 'especially', 'coronavirus🇪🇺', 'eafrd', 'funded', 'financial…']"
85,"Do not kill innocent, helpless creatures for food, flavour, feather, fashion, festival, fur or fun. Be 100% Vegetar…",आर्यावर्त . भारत . India . ,0.4,positive,"{'neg': 0.073, 'neu': 0.468, 'pos': 0.458, 'compound': 0.8929}",1,18,"['kill', 'innocent', 'helpless', 'creatures', 'food', 'flavour', 'feather', 'fashion', 'festival', 'fur', 'fun', '100', 'vegetar…']","['kill', 'innocent', 'helpless', 'creatures', 'food', 'flavour', 'feather', 'fashion', 'festival', 'fur', 'fun', '100', 'vegetar…']"
86,"Coronavirus Update:☣️️ Total cases: 7,482,561 (+7,352) ☣️️⚠️ Current cases: 3,264,947 (-669) ⚠️⚰️ Deaths: 419,489 (+169) ⚰️…",Beyond Indus ,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,16,"['coronavirus', 'update☣️️', 'total', 'cases', '7482561', '7352', '☣️️⚠️', 'current', 'cases', '3264947', '669', '⚠️⚰️', 'deaths', '419489', '169', '⚰️…']","['coronavirus', 'update☣️️', 'total', 'cases', '7482561', '7352', '☣️️⚠️', 'current', 'cases', '3264947', '669', '⚠️⚰️', 'deaths', '419489', '169', '⚰️…']"
87,RTTHE POLISH GOVERNMENT IS VIOLATING #humanrights !!!BEING LGBT+ IS NOW BANNED#coronavirus #BLACKPINKISCOMING #COVID__19 #…,,0.0,neutral,"{'neg': 0.282, 'neu': 0.718, 'pos': 0.0, 'compound': -0.7277}",-1,14,"['rtthe', 'polish', 'government', 'violating', 'humanrights', 'lgbt', 'bannedcoronavirus', 'blackpinkiscoming', 'covid19', '…']","['rtthe', 'polish', 'government', 'violating', 'humanrights', 'lgbt', 'bannedcoronavirus', 'blackpinkiscoming', 'covid19']"
88,#PopeFrancis expresses his nearness to the people of #Brazil in a telephone call to the Archbishop of Aparecida. #coronavi…,Berlin,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,19,"['popefrancis', 'expresses', 'nearness', 'people', 'brazil', 'telephone', 'call', 'archbishop', 'aparecida', 'coronavi…']","['popefrancis', 'expresses', 'nearness', 'people', 'brazil', 'telephone', 'call', 'archbishop', 'aparecida', 'coronavi…']"
89,#NewZealand has eradicated #coronavirus,"Hamilton, Ontario",0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,4,"['newzealand', 'eradicated', 'coronavirus']","['newzealand', 'eradicated', 'coronavirus']"
90,Coronavirus: A sideways glance at the signs around us #photography #art #signs #context #coronavirus #theme,,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,15,"['coronavirus', 'sideways', 'glance', 'signs', 'around', 'us', 'photography', 'art', 'signs', 'context', 'coronavirus', 'theme']","['coronavirus', 'sideways', 'glance', 'signs', 'around', 'us', 'photography', 'art', 'signs', 'context', 'coronavirus', 'theme']"
91,#PopeFrancis expresses his nearness to the people of #Brazil in a telephone call to the Archbishop of Aparecida. #coronavi…,Ovunque,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,19,"['popefrancis', 'expresses', 'nearness', 'people', 'brazil', 'telephone', 'call', 'archbishop', 'aparecida', 'coronavi…']","['popefrancis', 'expresses', 'nearness', 'people', 'brazil', 'telephone', 'call', 'archbishop', 'aparecida', 'coronavi…']"
92,#PopeFrancis expresses his nearness to the people of #Brazil in a telephone call to the Archbishop of Aparecida. #coronavi…,,0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,19,"['popefrancis', 'expresses', 'nearness', 'people', 'brazil', 'telephone', 'call', 'archbishop', 'aparecida', 'coronavi…']","['popefrancis', 'expresses', 'nearness', 'people', 'brazil', 'telephone', 'call', 'archbishop', 'aparecida', 'coronavi…']"
93,EXCLUSIVE: #BillGates Negotiated $100 Billion Contact Tracing Deal With Democratic Congressman Sponsor of Bill Six Months BE…,,0.0,neutral,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3034}",-1,17,"['exclusive', 'billgates', 'negotiated', '100', 'billion', 'contact', 'tracing', 'deal', 'democratic', 'congressman', 'sponsor', 'bill', 'six', 'months', 'be…']","['exclusive', 'billgates', 'negotiated', '100', 'billion', 'contact', 'tracing', 'deal', 'democratic', 'congressman', 'sponsor', 'bill', 'six', 'months', 'be…']"
94,The #economy pressure will break the humanity : US just reported deadliest day for…,Catalunya,0.0,neutral,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-1,14,"['economy', 'pressure', 'break', 'humanity', 'us', 'reported', 'deadliest', 'day', 'for…']","['economy', 'pressure', 'break', 'humanity', 'us', 'reported', 'deadliest', 'day', 'for…']"
95,"#Malaysia suspends #Hajj pilgrimage for its citizens due to the #coronavirus, and lauds #Saudi Arabia’s role in confronting…",المملكة العربية السعودية,-0.125,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,18,"['malaysia', 'suspends', 'hajj', 'pilgrimage', 'citizens', 'due', 'coronavirus', 'lauds', 'saudi', 'arabia’s', 'role', 'confronting…']","['malaysia', 'suspends', 'hajj', 'pilgrimage', 'citizens', 'due', 'coronavirus', 'lauds', 'saudi', 'arabia’s', 'role', 'confronting…']"
96,Compare and contrast:🇬🇧UK: 7 week delay in lockdown after the first #Coronavirus case was reported🇳🇿New Zealand: Lock…,"East, England",0.25,positive,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3182}",1,17,"['compare', 'contrast🇬🇧uk', '7', 'week', 'delay', 'lockdown', 'first', 'coronavirus', 'case', 'reported🇳🇿new', 'zealand', 'lock…']","['compare', 'contrast🇬🇧uk', '7', 'week', 'delay', 'lockdown', 'first', 'coronavirus', 'case', 'reported🇳🇿new', 'zealand', 'lock…']"
97,"UK tech companies raised $5.3bn from Jan-May 2020, more than the rest of Europe combined 💪- according to &amp; …","Washington, DC",0.5,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,20,"['uk', 'tech', 'companies', 'raised', '53bn', 'janmay', '2020', 'rest', 'europe', 'combined', '💪', 'according', 'amp', '…']","['uk', 'tech', 'companies', 'raised', '53bn', 'janmay', '2020', 'rest', 'europe', 'combined', '💪', 'according', 'amp']"
98,"Despite #coronavirus lockdowns slowing daily carbon emissions worldwide, our CO2 levels are still on the rise. https:…","Caracas, Venezuela",0.0,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-1,17,"['despite', 'coronavirus', 'lockdowns', 'slowing', 'daily', 'carbon', 'emissions', 'worldwide', 'co2', 'levels', 'still', 'rise', 'https…']","['despite', 'coronavirus', 'lockdowns', 'slowing', 'daily', 'carbon', 'emissions', 'worldwide', 'co2', 'levels', 'still', 'rise', 'https…']"
99,#BanegaSwasthIndia | Confused about which mask you should wear and when? Here is a quick guide by the World Health Org…,"Uttar Pradesh, India",-0.033333333333333354,negative,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.3182}",0,21,"['banegaswasthindia', 'confused', 'mask', 'wear', 'quick', 'guide', 'world', 'health', 'org…']","['banegaswasthindia', 'confused', 'mask', 'wear', 'quick', 'guide', 'world', 'health', 'org…']"
